profile type,profile name,parameter name,parameter value
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.1.A2.ReportAmount,8
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.Name,Intra Frequency Mobility Zone
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.MeasObjectIntra.Enabled,1
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.MeasObjectIntra.QOffsetFreq,0
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.MeasNeighboursIntra.Enabled,1
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.MeasNeighboursIntra.Event,A3
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.MeasNeighboursIntra.Action,Handover
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.MeasServing.1.Enabled,1
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.MeasServing.1.Event,A1
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.MeasServing.1.Action,ChangeToZone1
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.MeasServing.2.Enabled,1
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.MeasServing.2.Event,A2
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.MeasServing.2.Action,ChangeToZone3
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.A1.Enabled,1
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.A1.TriggerQuantity,RSRP
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.A1.Threshold,68
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.A1.Hysteresis,2
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.A1.TimeToTrigger,1024
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.A1.ReportQuantity,SameAsTrigger
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.A1.MaxReportCells,8
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.A1.ReportInterval,1024
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.A1.ReportAmount,8
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.A2.Enabled,1
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.A2.TriggerQuantity,RSRP
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.A2.Threshold,66
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.A2.Hysteresis,2
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.A2.TimeToTrigger,1024
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.A2.ReportQuantity,SameAsTrigger
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.A2.MaxReportCells,8
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.A2.ReportInterval,1024
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.A2.ReportAmount,8
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.A3.Enabled,1
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.A3.TriggerQuantity,RSRP
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.A3.Threshold,2
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.A3.Hysteresis,1
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.A3.TimeToTrigger,320
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.A3.ReportQuantity,SameAsTrigger
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.A3.MaxReportCells,8
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.A3.ReportInterval,240
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.2.A3.ReportAmount,8
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.Name,Inter Frequency Mobility Zone
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.MeasObjectIntra.Enabled,1
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.MeasObjectIntra.QOffsetFreq,0
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.MeasObjectInter.1.Enabled,1
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.MeasObjectInter.1.RAT,EUTRA
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.MeasObjectInter.1.Frequency,40978
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.MeasObjectInter.1.QOffsetFreq,0
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.MeasObjectInter.2.Enabled,1
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.MeasObjectInter.2.RAT,EUTRA
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.MeasObjectInter.2.Frequency,40620
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.MeasObjectInter.2.QOffsetFreq,0
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.MeasObjectInter.3.Enabled,1
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.MeasObjectInter.3.RAT,EUTRA
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.MeasObjectInter.3.Frequency,39850
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.MeasObjectInter.3.QOffsetFreq,0
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.MeasNeighboursInter.1.Enabled,1
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.MeasNeighboursInter.1.Event,A3
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.MeasNeighboursInter.1.Frequency,40978
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.MeasNeighboursInter.1.Action,Handover
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.MeasNeighboursInter.2.Enabled,1
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.MeasNeighboursInter.2.Event,A3
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.MeasNeighboursInter.2.Frequency,40620
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.MeasNeighboursInter.2.Action,Handover
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.MeasNeighboursInter.3.Enabled,1
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.MeasNeighboursInter.3.Event,A3
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.MeasNeighboursInter.3.Frequency,39850
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.MeasNeighboursInter.3.Action,Handover
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.MeasServing.1.Enabled,1
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.MeasServing.1.Event,A1
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.MeasServing.1.Action,ChangeToZone2
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.MeasServing.2.Enabled,1
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.MeasServing.2.Event,A2
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.MeasServing.2.Action,Redirection
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A1.Enabled,1
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A1.TriggerQuantity,RSRP
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A1.Threshold,29
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A1.Hysteresis,2
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A1.TimeToTrigger,2048
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A1.ReportQuantity,SameAsTrigger
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A1.MaxReportCells,8
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A1.ReportInterval,1024
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A1.ReportAmount,8
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A2.Enabled,1
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A2.TriggerQuantity,RSRP
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A2.Threshold,26
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A2.Hysteresis,2
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A2.TimeToTrigger,2048
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A2.ReportQuantity,SameAsTrigger
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A2.MaxReportCells,8
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A2.ReportInterval,1024
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A2.ReportAmount,8
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A3.Enabled,1
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A3.Hysteresis,2
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A3.MaxReportCells,8
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A3.ReportAmount,1
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A3.ReportInterval,1024
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A3.ReportOnLeave,1
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A3.ReportQuantity,Both
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A3.Threshold,2
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A3.TimeToTrigger,320
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A3.TriggerQuantity,RSRP
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A5.Enabled,1
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A5.TriggerQuantity1,RSRP
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A5.TriggerQuantity2,RSRP
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A5.Threshold1,26
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A5.Threshold2,28
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A5.Hysteresis,1
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A5.TimeToTrigger,480
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A5.MaxReportCells,8
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A5.ReportInterval,240
MobilityProfile,Boston_Mobility_SR4.5,ENBFunction.EUtranCellTDD.Mobility.MobilityZone.3.A5.ReportAmount,8
