profile type,profile name,parameter name,parameter value
RadioAdvancedProfile,RadioAdvanced_SR4.6,ENBFunction.EUtranCellTDD.ULPowerControl.DeltaFPUCCHFormat1b,1
RadioAdvancedProfile,RadioAdvanced_SR4.6,ENBFunction.EUtranCellTDD.ULPowerControl.DeltaFPUCCHFormat2,1
RadioAdvancedProfile,RadioAdvanced_SR4.6,ENBFunction.EUtranCellTDD.ULPowerControl.DeltaFPUCCHFormat2a,2
RadioAdvancedProfile,RadioAdvanced_SR4.6,ENBFunction.EUtranCellTDD.ULPowerControl.DeltaFPUCCHFormat2b,2
RadioAdvancedProfile,RadioAdvanced_SR4.6,ENBFunction.EUtranCellTDD.ULPowerControl.DeltaPreambleMsg3,1
RadioAdvancedProfile,RadioAdvanced_SR4.6,ENBFunction.EUtranCellTDD.PDSCH.Pb,1
RadioAdvancedProfile,RadioAdvanced_SR4.6,ENBFunction.EUtranCellTDD.SRS.SRSBandwidthConfig,2
RadioAdvancedProfile,RadioAdvanced_SR4.6,ENBFunction.EUtranCellTDD.SRS.SRSMaxUpPTS,0
RadioAdvancedProfile,RadioAdvanced_SR4.6,ENBFunction.EUtranCellTDD.SRS.AckNackSRSSimultaneousTransmission,1
RadioAdvancedProfile,RadioAdvanced_SR4.6,ENBFunction.EUtranCellTDD.PUCCH.DeltaPUCCHShift,ds1
RadioAdvancedProfile,RadioAdvanced_SR4.6,ENBFunction.EUtranCellTDD.PUCCH.NRBCQI,1
RadioAdvancedProfile,RadioAdvanced_SR4.6,ENBFunction.EUtranCellTDD.PUCCH.NCSAN,0
RadioAdvancedProfile,RadioAdvanced_SR4.6,ENBFunction.EUtranCellTDD.PUCCH.N1PUCCHAN,64
RadioAdvancedProfile,RadioAdvanced_SR4.6,ENBFunction.EUtranCellTDD.PUSCH.NSB,1
RadioAdvancedProfile,RadioAdvanced_SR4.6,ENBFunction.EUtranCellTDD.PUSCH.HoppingMode,InterSubFrame
RadioAdvancedProfile,RadioAdvanced_SR4.6,ENBFunction.EUtranCellTDD.PUSCH.Enable64QAM,0
RadioAdvancedProfile,RadioAdvanced_SR4.6,ENBFunction.EUtranCellTDD.PUSCH.ULRSGroupHoppingEnabled,0
RadioAdvancedProfile,RadioAdvanced_SR4.6,ENBFunction.EUtranCellTDD.PUSCH.ULRSGroupAssignmentPUSCH,0
RadioAdvancedProfile,RadioAdvanced_SR4.6,ENBFunction.EUtranCellTDD.PUSCH.ULRSSequenceHoppingEnabled,0
RadioAdvancedProfile,RadioAdvanced_SR4.6,ENBFunction.EUtranCellTDD.PUSCH.ULRSCyclicShift,0
RadioAdvancedProfile,RadioAdvanced_SR4.6,ENBFunction.EUtranCellTDD.BCCH.ModificationPeriodCoeff,2
RadioAdvancedProfile,RadioAdvanced_SR4.6,ENBFunction.EUtranCellTDD.PCCH.PagingDRX,2
RadioAdvancedProfile,RadioAdvanced_SR4.6,ENBFunction.EUtranCellTDD.PCCH.NB,1000000
RadioAdvancedProfile,RadioAdvanced_SR4.6,ENBFunction.EUtranCellTDD.DRX.DRXEnabled,0
RadioAdvancedProfile,RadioAdvanced_SR4.6,ENBFunction.EUtranCellTDD.DRX.OnDurationTimer,10
RadioAdvancedProfile,RadioAdvanced_SR4.6,ENBFunction.EUtranCellTDD.DRX.DRXInactivityTimer,10
RadioAdvancedProfile,RadioAdvanced_SR4.6,ENBFunction.EUtranCellTDD.DRX.DRXRetransmissionTimer,2
RadioAdvancedProfile,RadioAdvanced_SR4.6,ENBFunction.EUtranCellTDD.DRX.LongDRXCycle,20
RadioAdvancedProfile,RadioAdvanced_SR4.6,ENBFunction.EUtranCellTDD.DRX.ShortDRXCycle,0
RadioAdvancedProfile,RadioAdvanced_SR4.6,ENBFunction.EUtranCellTDD.DRX.DRXShortCycleTimer,3
RadioAdvancedProfile,RadioAdvanced_SR4.6,ENBFunction.ImsEmergencySupportR9,1
